ICAO Code,IATA Code,Airport Name,City/Town,Country,Latitude Decimal Degrees,Longitude Decimal Degrees
LSGE,,,ECUVILLENS,SWITZERLAND,0.0,0.0
LSGG,GVA,GENEVA COINTRIN,GENEVA,SWITZERLAND,46.238,6.109
LSGK,,SAANEN,SAANEN,SWITZERLAND,46.488,7.251
LSGL,,,LAUSANNE,SWITZERLAND,0.0,0.0
LSGN,,,NEUCHATEL,SWITZERLAND,0.0,0.0
LSGP,,,LA COTE,SWITZERLAND,0.0,0.0
LSGS,SIR,SION,SION,SWITZERLAND,46.218999999999994,7.327000000000001
LSGT,,,GRUYERES,SWITZERLAND,0.0,0.0
LSGY,,,YVERDON-LES-BAINS,SWITZERLAND,0.0,0.0
LSHA,,,GSTAAD,SWITZERLAND,0.0,0.0
LSHC,,,COLLOMBEY-MURAZ,SWITZERLAND,0.0,0.0
LSHG,,,GAMPEL,SWITZERLAND,0.0,0.0
LSHS,,,SEZEGNIN,SWITZERLAND,0.0,0.0
LSMA,,ALPNACH,ALPNACH,SWITZERLAND,46.943999999999996,8.283999999999999
LSMB,,,BERN,SWITZERLAND,0.0,0.0
LSMC,,ULRICHEN,ULRICHEN,SWITZERLAND,46.501000000000005,8.296
LSMD,,DUBENDORF,DUBENDORF,SWITZERLAND,47.398999999999994,8.648
LSME,,EMMEN,EMMEN,SWITZERLAND,47.092,8.305
LSMF,,MOLLIS,MOLLIS,SWITZERLAND,47.07899999999999,9.065
LSMG,,,SAANEN,SWITZERLAND,0.0,0.0
LSMH,,,ST. STEPHAN,SWITZERLAND,0.0,0.0
LSMI,,INTERLAKEN,INTERLAKEN,SWITZERLAND,46.676,7.879
LSMJ,,TURTMANN,TURTMANN,SWITZERLAND,46.303999999999995,7.7139999999999995
LSML,,,LODRINO,SWITZERLAND,0.0,0.0
LSMM,,MEIRINGEN,MEIRINGEN,SWITZERLAND,46.743,8.11
LSMN,,RARON,RARON,SWITZERLAND,46.303999999999995,7.8229999999999995
LSMO,,,LOCARNO,SWITZERLAND,0.0,0.0
LSMP,,PAYERNE,PAYERNE,SWITZERLAND,46.843,6.915
LSMR,,,AMBRI,SWITZERLAND,0.0,0.0
LSMS,,,SION,SWITZERLAND,0.0,0.0
LSMU,,BUOCHS AIRPORT,BUOCHS,SWITZERLAND,46.975,8.399
LSPA,,,AMLIKON,SWITZERLAND,0.0,0.0
LSPD,,,DITTINGEN,SWITZERLAND,0.0,0.0
LSPF,,,SCHAFFHAUSEN,SWITZERLAND,0.0,0.0
LSPH,,,WINTERTHUR,SWITZERLAND,0.0,0.0
LSPK,,,HASENSTRICK,SWITZERLAND,0.0,0.0
LSPL,,,LANGENTHAL,SWITZERLAND,0.0,0.0
LSPN,,,TRIENGEN,SWITZERLAND,0.0,0.0
LSPV,,,WANGEN-LACHEN,SWITZERLAND,0.0,0.0
LSSS,,,GENEVA,SWITZERLAND,0.0,0.0
LSSW,,ZURICH MET,ZURICH,SWITZERLAND,47.383,8.567
LSTB,,,BELLECHASSE,SWITZERLAND,0.0,0.0
LSTO,,,MOTIERS,SWITZERLAND,0.0,0.0
LSTR,,,MONTRICHIER,SWITZERLAND,0.0,0.0
LSXB,,,BALZERS,SWITZERLAND,0.0,0.0
LSXD,,,DOMAT-EMS,SWITZERLAND,0.0,0.0
LSXE,,,ERSTFELD,SWITZERLAND,0.0,0.0
LSXG,,,GSTEIGWILER,SWITZERLAND,0.0,0.0
LSXH,,,HOLZIKEN,SWITZERLAND,0.0,0.0
LSXK,,,BENKEN,SWITZERLAND,0.0,0.0
LSXL,,,LAUTERBRUNNEN,SWITZERLAND,0.0,0.0
LSXM,SMV,,ST. MORITZ,SWITZERLAND,0.0,0.0
LSXN,,,HALTIKON,SWITZERLAND,0.0,0.0
LSXO,,,GOSSAU,SWITZERLAND,0.0,0.0
LSXP,,,PFAFFENAU,SWITZERLAND,0.0,0.0
LSXS,,,SCHINDELLEGI,SWITZERLAND,0.0,0.0
LSXT,,,TROGEN,SWITZERLAND,0.0,0.0
LSXU,,,UNTERVAZ,SWITZERLAND,0.0,0.0
LSXV,,,SAN VITTORE,SWITZERLAND,0.0,0.0
LSXW,,,WURENLINGEN,SWITZERLAND,0.0,0.0
LSZA,LUG,LUGANO,LUGANO,SWITZERLAND,46.004,8.911
LSZB,BRN,BERN BELP,BERN,SWITZERLAND,46.913999999999994,7.497000000000001
LSZD,,,ASCONA,SWITZERLAND,0.0,0.0
LSZE,,,BAD RAGAZ,SWITZERLAND,0.0,0.0
LSZF,,,BIRRFELD,SWITZERLAND,0.0,0.0
LSZG,,GRENCHEN,GRENCHEN,SWITZERLAND,47.181000000000004,7.417000000000001
LSZH,ZRH,ZURICH,ZURICH,SWITZERLAND,47.465,8.549
LSZI,,,FRICKTAL-SCHUPFART,SWITZERLAND,0.0,0.0
LSZJ,,,COUTELARY,SWITZERLAND,0.0,0.0
LSZK,,,SPECK-FEHRALTORF,SWITZERLAND,0.0,0.0
LSZL,,,LOCARNO,SWITZERLAND,0.0,0.0
LSZM,,,BASEL,SWITZERLAND,0.0,0.0
LSZN,,,HAUSEN AM ALBIS,SWITZERLAND,0.0,0.0
LSZO,,,LUZERN,SWITZERLAND,0.0,0.0
LSZP,,,BIEL,SWITZERLAND,0.0,0.0
LSZR,ACH,ST GALLEN ALTENRHEIN,ALTENRHEIN,SWITZERLAND,47.485,9.561
LSZS,SMV,SAMEDAN,SAMEDAN,SWITZERLAND,46.532,9.883
LSZT,,,LOMMIS,SWITZERLAND,0.0,0.0
LSZU,,,BUTTWIL,SWITZERLAND,0.0,0.0
LSZV,,,SITTERDORF,SWITZERLAND,0.0,0.0
LSZW,,,THUN,SWITZERLAND,0.0,0.0
LSZX,,,SCHANIS,SWITZERLAND,0.0,0.0
LSZY,,,PORRENTURY,SWITZERLAND,0.0,0.0
LTAA,,ANKARA ACC,ANKARA ACC/FIR/FIC,TURKEY,40.0,32.0
LTAB,,GUVERCINLIK,ANKARA,TURKEY,39.935,32.741
LTAC,ESB,ESENBOGA,ANKARA,TURKEY,40.128,32.995
LTAD,ANK,ETIMESGUT,ANKARA,TURKEY,39.95,32.689
LTAE,,AKINCI,ANKARA,TURKEY,40.079,32.566
LTAF,ADA,ADANA,ADANA,TURKEY,36.982,35.28
LTAG,ADA,INCIRLIK AB,ADANA,TURKEY,37.001999999999995,35.426
LTAH,AFY,AFYON,AFYON,TURKEY,38.726,30.601
LTAI,AYT,ANTALYA,ANTALYA,TURKEY,36.900999999999996,30.791999999999998
LTAJ,GZT,OGUZELI,GAZIANTEP,TURKEY,36.948,37.479
LTAK,,ISKENDERUN,ISKENDERUN,TURKEY,36.573,36.154
LTAL,,KASTAMONU,KASTAMONU,TURKEY,41.31399999999999,33.796
LTAM,,,KAYSERI,TURKEY,0.0,0.0
LTAN,KYA,KONYA,KONYA,TURKEY,37.979,32.562
LTAO,,,MALATYA,TURKEY,0.0,0.0
LTAP,MZH,MERZIFON,MERZIFON,TURKEY,40.829,35.522
LTAQ,SSX,SAMSUN AIRPORT,SAMSUN,TURKEY,41.276,36.304
LTAR,VAS,SIVAS,SIVAS,TURKEY,39.814,36.903
LTAS,,CAYCUMA,ZONGULDAK,TURKEY,41.516000000000005,32.1
LTAT,MLX,ERHAC,MALATYA,TURKEY,38.436,38.092
LTAU,ASR,ERKILET,KAYSERI,TURKEY,38.77,35.495
LTAV,,SIVRIHISAR,SIVRIHISAR,TURKEY,39.451,31.365
LTAW,,TOKAT,TOKAT,TURKEY,40.305,36.368
LTAX,,ERDEMIR,EREGLI,TURKEY,41.254,31.415
LTAY,DNZ,CARDAK,DENIZLI,TURKEY,37.785,29.701
LTAZ,,KAPADOKYA,NEVSEHIR,TURKEY,38.772,34.534
LTBA,IST,ATATURK,ISTANBUL,TURKEY,40.977,28.820999999999998
LTBB,,,ISTANBUL FIR/ACC/FIC,TURKEY,0.0,0.0
LTBC,,,ALASEHIR,TURKEY,0.0,0.0
LTBD,,CILDIR,AYDIN,TURKEY,37.816,27.886
LTBE,BTZ,BURSA,BURSA,TURKEY,40.232,29.009
LTBF,BZI,BALIKESIR,BALIKESIR,TURKEY,39.619,27.925
LTBG,BDM,BANDIRMA,BANDIRMA,TURKEY,40.318000000000005,27.976999999999997
LTBH,,CANAKKALE,CANAKKALE,TURKEY,40.138000000000005,26.427
LTBI,ESK,ESKISEHIR,ESKISEHIR,TURKEY,39.784,30.581999999999997
LTBJ,ADB,ADNAN MENDERES,IZMIR,TURKEY,38.292,27.156999999999996
LTBK,,GAZIEMIR,IZMIR,TURKEY,38.319,27.16
LTBL,IGL,CIGLI,IZMIR,TURKEY,38.513000000000005,27.01
LTBM,,ISPARTA,ISPARTA,TURKEY,37.785,30.581999999999997
LTBN,,KUTAHYA,KUTAHYA,TURKEY,39.427,30.016
LTBO,,USAK,USAK,TURKEY,38.681,29.471
LTBP,,YALOVA,YALOVA,TURKEY,40.683,29.379
LTBQ,,TOPEL,TOPEL,TURKEY,40.735,30.083000000000002
LTBR,,YENISEHIR,YENISEHIR,TURKEY,40.255,29.563000000000002
LTBS,DLM,DALAMAN,DALAMAN,TURKEY,36.713,28.793000000000003
LTBT,,AKHISAR,AKHISAR,TURKEY,38.809,27.834
LTBU,,CORLU,CORLU,TURKEY,41.138000000000005,27.919
LTBV,,,BODRUM,TURKEY,0.0,0.0
LTBW,,,ISTANBUL,TURKEY,0.0,0.0
LTBX,,SAMANDIRA,ISTANBUL,TURKEY,40.993,29.215999999999998
LTBY,,ANADOLU,ESKISSEHIR,TURKEY,39.81,30.519000000000002
LTBZ,,,MANISA,TURKEY,0.0,0.0
LTCA,EZS,ELAZIG,ELAZIG,TURKEY,38.607,39.291
LTCB,,,AGRI,TURKEY,0.0,0.0
LTCC,DIY,DIYARBAKIR,DIYABAKIR,TURKEY,37.894,40.201
LTCD,ERC,ERZINCAN,ERZINCAN,TURKEY,39.71,39.525999999999996
LTCE,ERZ,ERZURUM,ERZURUM,TURKEY,39.955999999999996,41.17
LTCF,,KARS,KARS,TURKEY,40.562,43.115
LTCG,TZX,TRABZON,TRABZON,TURKEY,40.995,39.79
LTCH,,SANLIURFA,SANLIURFA,TURKEY,37.092,38.846
LTCI,VAN,VAN,VAN,TURKEY,38.468,43.332
LTCJ,BAL,BATMAN,BATMAN,TURKEY,37.929,41.11600000000001
LTCK,,MUS,MUS,TURKEY,38.754,41.661
LTCL,,SIIRT,SIIRT,TURKEY,37.979,41.84
LTCM,,SINOP,NINIOP,TURKEY,42.019,35.079
LTFA,,KAKLIC,IZMIR,TURKEY,38.516999999999996,26.976999999999997
LTFB,,EFES,IZMIR,TURKEY,37.951,27.329
LUBL,,BALTI,SALTSY,MOLDOVA,47.838,27.781
LUCH,,,CAHUL,MOLDOVA,0.0,0.0
LUCL,,,CHADIR,MOLDOVA,0.0,0.0
LUCM,,,CAMENCA,MOLDOVA,0.0,0.0
LUKA,,,KICHINAU CAA,MOLDOVA,0.0,0.0
LUKK,KIV,CHISINAU,KICHINAU FIR/ACC/COM,MOLDOVA,46.928000000000004,28.930999999999997
LUSR,,,SOROCA,MOLDOVA,0.0,0.0
LUTG,,,TIGHINA,MOLDOVA,0.0,0.0
LUTR,,,TIRASPOL,MOLDOVA,0.0,0.0
LWOH,OHD,OHRID,OHRID,FORMER MACEDONIA,41.18,20.741999999999997
LWSK,SKP,SKOPJE,SKOPJE,FORMER MACEDONIA,41.961000000000006,21.621
LXGB,GIB,GIBRALTAR,GIBRALTAR,GIBRALTAR,36.150999999999996,-5.349
LYBA,,,BEOGRAD ACC,YUGOSLAVIA,0.0,0.0
LYBE,BEG,BEOGRAD,BEOGRAD,YUGOSLAVIA,44.818000000000005,20.309
LYNI,INI,,NIS,YUGOSLAVIA,0.0,0.0
LYPG,TGD,PODGORICA,PODGORICA,YUGOSLAVIA,42.358999999999995,19.252
LYPR,PRN,PRISTINA,PRISTINA,YUGOSLAVIA,42.573,21.035999999999998
LYTV,TIV,TIVAT,TIVAT,YUGOSLAVIA,42.403999999999996,18.723
LYVR,,VRSAC,VRSAC,YUGOSLAVIA,45.147,21.31
LYYY,,,BEOGRAD AFTN CENTER,YUGOSLAVIA,0.0,0.0
LZBB,,,BRATISLAVA FIR,SLOVAKIA,0.0,0.0
LZDB,,,DUBNICA,SLOVAKIA,0.0,0.0
LZHL,,,HOLIC,SLOVAKIA,0.0,0.0
LZIB,BTS,M R STEFANIK,BRATISLAVA,SLOVAKIA,48.17,17.212
LZKC,,,HUMENNE,SLOVAKIA,0.0,0.0
LZKZ,KSC,KOSICE,KOSICE,SLOVAKIA,48.663000000000004,21.241
LZLU,,,LUCENEC,SLOVAKIA,0.0,0.0
LZMA,,,MARTIN,SLOVAKIA,0.0,0.0
LZMC,,MALACKY,MALACKY,SLOVAKIA,48.402,17.118
LZNI,,,NITRA,SLOVAKIA,0.0,0.0
LZNZ,,,NOVE ZAMKY,SLOVAKIA,0.0,0.0
LZOC,,,ZVOLEN,SLOVAKIA,0.0,0.0
LZPE,,,PRIEVIDZA,SLOVAKIA,0.0,0.0
LZPP,PZY,PIESTANY,PIESTANY,SLOVAKIA,48.625,17.828
LZPT,,,PARTIZANSKE,SLOVAKIA,0.0,0.0
LZPW,,,PRESOV,SLOVAKIA,0.0,0.0
LZRU,,,RUZOMBEROK,SLOVAKIA,0.0,0.0
LZRY,,,SABINOV,SLOVAKIA,0.0,0.0
LZSE,,,SENICA,SLOVAKIA,0.0,0.0
LZSL,SLD,SLIAC,SLIAC,SLOVAKIA,48.638000000000005,19.134
LZSV,,,SPISSKA NOVA VES,SLOVAKIA,0.0,0.0
LZTN,,TRENCIN,TRENCIN,SLOVAKIA,48.865,17.992
LZTR,,,TRNAVA,SLOVAKIA,0.0,0.0
LZTT,TAT,TATRY,POPRAD,SLOVAKIA,49.073,20.241
LZVB,,,BRATISLAVA,SLOVAKIA,0.0,0.0
LZZI,,ZILINA,ZILINA,SLOVAKIA,49.232,18.614
MBJT,GDT,,GRAND TURK,TURKS & CAICOS I.,0.0,0.0
MBMC,MDS,,MIDDLE CAICOS,TURKS & CAICOS I.,0.0,0.0
MBNC,NCA,NORTH CAICOS,NORTH CAICOS,TURKS & CAICOS I.,21.916999999999998,-71.939
MBPI,,,PINE CAY,TURKS & CAICOS I.,0.0,0.0
MBPV,PLS,PROVIDENCIALES,PROVIDENCIALES,TURKS & CAICOS I.,21.774,-72.266
MBSC,XSC,SOUTH CAICOS,SOUTH CAICOS,TURKS & CAICOS I.,21.516,-71.528
MBSY,SLX,,SALT CAY,TURKS & CAICOS I.,0.0,0.0
MDAB,,ARROYO BARRIL,SAMANA,DOMINICAN REPUBLIC,19.199,-69.43
MDAD,,,AZUA,DOMINICAN REPUBLIC,0.0,0.0
MDAN,,,COTUI,DOMINICAN REPUBLIC,0.0,0.0
MDBA,,,CONSUELO,DOMINICAN REPUBLIC,0.0,0.0
MDBC,,,LA ROMANA,DOMINICAN REPUBLIC,0.0,0.0
MDBE,,,LA ROMANA,DOMINICAN REPUBLIC,0.0,0.0
MDBG,,,HIGUEY,DOMINICAN REPUBLIC,0.0,0.0
MDBH,BRX,MARIA MONTEZ INTERNATIONAL,BARAHONA,DOMINICAN REPUBLIC,18.250999999999998,-71.12
MDBL,,,BOCA CHICA,DOMINICAN REPUBLIC,0.0,0.0
MDBM,,,SAN PEDRO DE MACORIS,DOMINICAN REPUBLIC,0.0,0.0
MDCO,,,CONSUELO,DOMINICAN REPUBLIC,0.0,0.0
MDCR,,CABO ROJO,CABO ROJO,DOMINICAN REPUBLIC,17.929000000000002,-71.645
MDCS,,,SANTO DOMINGO ACC,DOMINICAN REPUBLIC,0.0,0.0
MDCZ,,CONSTANZA,CONSTANZA,DOMINICAN REPUBLIC,18.908,-70.72
MDDJ,,,DAJABON,DOMINICAN REPUBLIC,0.0,0.0
MDEP,,,LA VEGA,DOMINICAN REPUBLIC,0.0,0.0
MDER,,,LA VEGA,DOMINICAN REPUBLIC,0.0,0.0
MDES,,,ESPERANZA,DOMINICAN REPUBLIC,0.0,0.0
MDEV,,,EL VALLE,DOMINICAN REPUBLIC,0.0,0.0
MDGM,,,SANTO DOMINGO,DOMINICAN REPUBLIC,0.0,0.0
MDHE,HEX,HERRERA INTERNATIONAL,SANTO DOMINGO,DOMINICAN REPUBLIC,18.471,-69.969
MDHN,,,ENRIQUILLO,DOMINICAN REPUBLIC,0.0,0.0
MDIA,,,LA VEGA,DOMINICAN REPUBLIC,0.0,0.0
MDIQ,,,SAN PEDRO DE MACORIS,DOMINICAN REPUBLIC,0.0,0.0
MDJI,,,JIMANI,DOMINICAN REPUBLIC,0.0,0.0
MDJS,,,MONTE PLATA,DOMINICAN REPUBLIC,0.0,0.0
MDLC,,,PERDENALES,DOMINICAN REPUBLIC,0.0,0.0
MDLI,,,LA ISABELA,DOMINICAN REPUBLIC,0.0,0.0
MDLL,,,LOS LLANOS SABANATOSA,DOMINICAN REPUBLIC,0.0,0.0
MDLM,,,SAN CHRISTOBAL,DOMINICAN REPUBLIC,0.0,0.0
MDLR,LRM,LA ROMANA INTERNATIONAL,LA ROMANA,DOMINICAN REPUBLIC,18.452,-68.91199999999999
MDLS,,,MONTE CRISTI,DOMINICAN REPUBLIC,0.0,0.0
MDMA,,,HIGUEY,DOMINICAN REPUBLIC,0.0,0.0
MDMB,,,MATA BONITA,DOMINICAN REPUBLIC,0.0,0.0
MDMC,,,MONTE CRISTY,DOMINICAN REPUBLIC,0.0,0.0
MDPC,PUJ,PUNTA CANA INTERNATIONAL,PUNTA CANA,DOMINICAN REPUBLIC,18.567,-68.363
MDPM,,,MAO,DOMINICAN REPUBLIC,0.0,0.0
MDPO,,,SAMANA,DOMINICAN REPUBLIC,0.0,0.0
MDPP,POP,GREGORIO LUPERON INTERNATIONAL,PUERTO PLATA,DOMINICAN REPUBLIC,19.757,-70.57
MDPV,,,PUERTO VIEJO,DOMINICAN REPUBLIC,0.0,0.0
MDSA,,,SAN JUAN DE LA MAGUANA,DOMINICAN REPUBLIC,0.0,0.0
MDSB,,,SABANA DE LA MAR,DOMINICAN REPUBLIC,0.0,0.0
MDSD,SDQ,LAS AMERICAS INTERNATIONAL,SANTO DOMINGO,DOMINICAN REPUBLIC,18.429000000000002,-69.669
MDSI,,SAN ISIDRO AB,SAN ISIDORO,DOMINICAN REPUBLIC,18.504,-69.762
MDSJ,,,SAN JUAN DE LA MAGUANA,DOMINICAN REPUBLIC,0.0,0.0
MDSM,,,COTUI,DOMINICAN REPUBLIC,0.0,0.0
MDSO,,,SANTO DOMINGO,DOMINICAN REPUBLIC,0.0,0.0
MDST,STI,CIBAO INTERNATIONAL,SANTIAGO,DOMINICAN REPUBLIC,19.409000000000002,-70.616
MDTD,,,MONTE PLATA,DOMINICAN REPUBLIC,0.0,0.0
MDVA,,,LA CALETA,DOMINICAN REPUBLIC,0.0,0.0
MDVV,,,VILLA VASQUEZ,DOMINICAN REPUBLIC,0.0,0.0
MDWO,,,MONTE CRISTI,DOMINICAN REPUBLIC,0.0,0.0
MGBN,,BANANERA,BANANERA,GUATEMALA,15.472999999999999,-88.837
MGCB,CBV,COBAN,COBAN,GUATEMALA,15.469000000000001,-90.40700000000001
MGCR,,,CARMELITA,GUATEMALA,0.0,0.0
MGCT,,,COATEPEQUE,GUATEMALA,0.0,0.0
MGES,,,ESQUIPULAS,GUATEMALA,0.0,0.0
MGFL,FRS,,FLORES,GUATEMALA,0.0,0.0
MGGT,GUA,LA AURORA,GUATEMALA CITY,GUATEMALA,14.583,-90.52799999999999
MGHT,,,HUEHUETENANGO,GUATEMALA,0.0,0.0
MGLL,,,LA LIBERTAD,GUATEMALA,0.0,0.0
MGML,,,MALACATAN,GUATEMALA,0.0,0.0
MGMM,,,MELCHOR DE MENCOS,GUATEMALA,0.0,0.0
MGPB,,PUERTO BARRIOS,PUERTO BARRIOS,GUATEMALA,15.731,-88.584
MGPP,,POPTUN,POPTUN,GUATEMALA,16.326,-89.417
MGQC,,,QUICHE,GUATEMALA,0.0,0.0
MGQZ,,QUEZALTENANGO,QUEZALTENANGO,GUATEMALA,14.865,-91.50200000000001
MGRT,,RETALHULEU,RETALHULEU,ARGENTINA,14.520999999999999,-91.697
MGSJ,,SAN JOSE,SAN JOSE,GUATEMALA,13.936,-90.836
MGSM,,,SAN MARCOS,GUATEMALA,0.0,0.0
MHAM,,,AMAPALA,HONDURAS,0.0,0.0
MHCA,,,CATACAMAS,HONDURAS,0.0,0.0
MHCG,,,COMAYAGUA,HONDURAS,0.0,0.0
MHCH,,,CHOLUTECA,HONDURAS,0.0,0.0
MHCT,,,PUERTO CASTILLA,HONDURAS,0.0,0.0
MHIC,,ISLAS DEL CISNE,ISLAS DEL CISNE,HONDURAS,17.407,-83.93299999999999
MHJU,,,JUTICALPA,HONDURAS,0.0,0.0
MHLC,LCE,GOLOSON INTERNATIONAL,LA CEIBA,HONDURAS,15.742,-86.853
MHLE,,,LA ESPERANZA,HONDURAS,0.0,0.0
MHLM,SAP,LA MESA INTERNATIONAL,SAN PEDRO SULA,HONDURAS,15.452,-87.92299999999999
MHMA,,,MARCALA,HONDURAS,0.0,0.0
MHNJ,GJA,GUANAJA,GUANAJA,HONDURAS,16.445,-85.906
MHNV,,,NUEVO OCOTEPEQUE,HONDURAS,0.0,0.0
MHOA,,,OLANCHITO,HONDURAS,0.0,0.0
MHPA,,,PALMEROLA,HONDURAS,0.0,0.0
MHPE,,,PROGRESO,HONDURAS,0.0,0.0
MHPL,PEU,PUERTO LEMPIRA,PUERTO LEMPIRA,HONDURAS,15.261,-83.781
MHPU,,,PUERTO CORTEZ,HONDURAS,0.0,0.0
MHRO,RTB,ROATAN,ROATAN,HONDURAS,16.317,-86.522
MHRU,,,RUINAS DE COPAN,HONDURAS,0.0,0.0
MHSR,,,SANTA ROSA DE COPAN,HONDURAS,0.0,0.0
MHSZ,,,SANTA BARBARA,HONDURAS,0.0,0.0
MHTE,TEA,TELA,TELA,HONDURAS,15.776,-87.476
MHTG,TGU,TONCONTIN INTERNATIONAL,TEGUCIGALPA,HONDURAS,14.061,-87.21700000000001
MHTJ,,TRUJILLO,TRUJILLO,HONDURAS,15.927,-85.93799999999999
MHUT,UII,,UTILA,HONDURAS,0.0,0.0
MKBS,OCJ,BOSCOBEL,OCHO RIOS,JAMAICA,18.404,-76.969
MKJK,,,KINGSTON ACC/FIC,JAMAICA,0.0,0.0
MKJP,KIN,NORMAN MANLEY INTERNATIONAL,KINGSTON,JAMAICA,17.936,-76.78699999999999
MKJS,MBJ,SANGSTER INTERNATIONAL,MONTEGO BAY,JAMAICA,18.504,-77.913
MKKJ,POT,KEN JONES,PORT ANTONIO,JAMAICA,18.199,-76.53399999999999
MKNG,NEG,,NEGRIL,JAMAICA,0.0,0.0
MKTP,KTP,TINSON PEN,KINGSTON,JAMAICA,17.988,-76.824
MMAA,ACA,GENERAL JUAN N ALVAREZ INTERNATIONAL,ACAPULCO,MEXICO,16.757,-99.75299999999999
MMAN,NTR,DEL NORTE INTERNATIONAL,MONTERREY,MEXICO,25.866,-100.23700000000001
MMAS,AGU,JESUS TERAN INTERNATIONAL,AGUASCALIENTES,MEXICO,21.705,-102.318
MMBT,HUX,BAHIAS DE HUATULCO INTERNATIONAL,BAHIAS DEHUATULCO,MEXICO,15.775,-96.26100000000001
MMCA,,,CANANEA,MEXICO,0.0,0.0
MMCB,CVJ,CUERNAVACA,CUERNAVACA,MEXICO,18.835,-99.262
MMCC,,CIUDAD ACUNA INTERNATIONAL,CIUDAD ACUNA,BRAZIL,29.331999999999997,-100.98100000000001
MMCE,CME,CIUDAD DEL CARMEN INTERNATIONAL,CIUDAD DEL CARMEN,MEXICO,18.654,-91.79899999999999
MMCG,,NUEVO CASAS GRANDES,NUEVO CASAS GRANDES,MEXICO,30.397,-107.875
MMCH,,CHILPANCINGO,CHILPANCINGO,MEXICO,17.574,-99.514
MMCL,CUL,CULIACAN INTERNATIONAL,CULIACAN,MEXICO,24.764,-107.47399999999999
MMCM,CTM,CHETUMAL INTERNATIONAL,CHETUMAL,MEXICO,18.504,-88.32700000000001
MMCN,CEN,CIUDAD OBREGON INTERNATIONAL,CIUDAD OBREGON,MEXICO,27.392,-109.833
MMCP,CPE,INGENIERO ALBERTO ACUNA ONGAY INTERNATIONAL,CAMPECHE,MEXICO,19.817,-90.5
MMCS,CJS,ABRAHAM GONZALEZ INTERNATIONAL,CIUDAD JUAREZ,MEXICO,31.636,-106.429
MMCU,CUU,GENERAL R FIERRO VILLALOBOS INTERNATIONAL,CHIHUAHUA,MEXICO,28.703000000000003,-105.964
MMCV,CVM,CIUDAD VICTORIA,CIUDAD VICTORIA,MEXICO,23.704,-98.956
MMCY,,CELAYA,CELAYA,MEXICO,20.546,-100.88600000000001
MMCZ,CZM,COZUMEL INTERNATIONAL,COZUMEL,MEXICO,20.522,-86.926
MMDM,MMC,CIUDAD MANTE,CIUDAD MANTE,MEXICO,22.74,-99.01799999999999
MMDO,DGO,DURANGO INTERNATIONAL,DURANGO,MEXICO,24.124000000000002,-104.52799999999999
MMEP,TPQ,TEPIC,TEPIC,MEXICO,21.419,-104.84299999999999
MMES,ESE,GENERAL ALBERTO L SALINAS C INTERNATIONAL,ENSENADA,MEXICO,31.795,-116.602
MMGL,GDL,DON MIGUEL Y HIDALGO INTERNATIONAL,GUADALAJARA,MEXICO,20.522,-103.311
MMGM,GYM,GENERAL JOSE MARIA YANEZ INTERNATIONAL,GUAYMAS,MEXICO,27.969,-110.925
MMHC,TCN,TEHUACAN,TEHUACAN,MEXICO,18.497,-97.42
MMHO,HMO,GENERAL IGNACIO P GARCIA INTERNATIONAL,HERMOSILLO,MEXICO,29.096,-111.04799999999999
MMIA,CLQ,COLIMA,COLIMA,MEXICO,19.277,-103.57700000000001
MMIM,ISJ,ISLA MUJERES,ISLA MUJERES,MEXICO,21.245,-86.74
MMIO,SLW,PLAN DE GUADALUPE INTERNATIONAL,SALTILLO,MEXICO,25.549,-100.929
MMIT,,IXTEPEC,IZTEPEC,MEXICO,16.449,-95.094
MMJA,,LENCERO,JALAPA,MEXICO,19.475,-96.79700000000001
MMLC,LZC,LAZARO CARDENAS,LAZARD CARDENAS,MEXICO,18.002,-102.22
MMLM,LMM,VALLE DEL FUERTE INTERNATIONAL,LOS MOCHIS,MEXICO,25.685,-109.081
MMLO,BJX,DE GUANAJUATO INTERNATIONAL,DEL BAJIO,MEXICO,20.993000000000002,-101.48100000000001
MMLP,LAP,GENERAL MANUEL MARQUEZ DE LEON INTERNATIONAL,LA PAZ,MEXICO,24.072,-110.36200000000001
MMLT,LTO,LORETO INTERNATIONAL,LORETO,MEXICO,25.989,-111.348
MMMA,MAM,GENERAL SERVANDO CANALES INTERNATIONAL,MATAMOROS,MEXICO,25.77,-97.525
MMMD,MID,LICENCIADO MANUEL CRECENCIO REJON INTERNATIONAL,MERIDA,MEXICO,20.936999999999998,-89.65700000000001
MMML,MXL,GENERAL RODOLFO SANCHEZ TABOADA INTERNATIONAL,MEXICALI,MEXICO,32.631,-115.241
MMMM,MLM,GENERAL FRANCISCO J MUJICA,MORELIA,MEXICO,19.85,-101.025
MMMT,MTT,MINATITLAN,MINATITLAN,MEXICO,18.102999999999998,-94.581
MMMV,LOV,MONCLOVA INTERNATIONAL,MONCLOVA,MEXICO,26.956,-101.47
MMMX,MEX,LICENCIADO BENITO JUAREZ INTERNATIONAL,MEXICO CITY,MEXICO,19.436,-99.072
MMMY,MTY,GENERAL MARIANO ESCOBEDO INTERNATIONAL,MONTERREY,MEXICO,25.778000000000002,-100.10700000000001
MMMZ,MZT,GENERAL RAFAEL BUELNA INTERNATIONAL,MAZATLAN,MEXICO,23.160999999999998,-106.266
